"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"q_d_raw[5]",1.88880572380448,0.00843904079068234,0.579818047361296,0.755657439074426,1.49944125987926,1.88882273274514,2.26920629736723,3.06122244543663,4720.60091153116,1.0003699367557
"q_d_raw[6]",0.38648959944208,0.00820154606699624,0.649435163274951,-0.883765505097619,-0.0411209423264863,0.379333798349221,0.823011498477587,1.67489300436111,6270.18192623857,0.999740429501126
"q_d_raw[7]",-0.168717187509306,0.00797027682716344,0.644436214128412,-1.4373589831117,-0.599483212465628,-0.16011616526163,0.275374579711417,1.06907786417292,6537.52050038441,0.999983111648398
"q_d_raw[8]",0.600311921570355,0.00865682621166901,0.633411410932406,-0.647241073961111,0.187207313589527,0.60572525903491,1.01737096485199,1.85528933888147,5353.7041474866,1.00001234091611
"q_d_raw[9]",-0.391658603034792,0.00853940761968273,0.63318525878885,-1.66525034253374,-0.80466851169872,-0.385385300876152,0.0374562319090431,0.848215382778987,5498.01729517043,1.00029359164136
"q_d_raw[10]",-0.254987820735726,0.00829117733405254,0.673346389119762,-1.57935832806476,-0.704152992229022,-0.252757770711067,0.197599343234077,1.05972664502396,6595.45350228522,1.00048653758124
"q_d_raw[11]",0.159126520005136,0.00848594904841972,0.659707629434947,-1.16791122434348,-0.282616630421717,0.159294650971971,0.603440426303827,1.42588710135623,6043.68991331931,1.00044909158585
"q_d_raw[12]",-0.748130728548685,0.00772597381367746,0.691241170333002,-2.14169638481746,-1.20641927680125,-0.732874777703315,-0.274577461912541,0.565958895659922,8004.84136967584,0.999704081406122
"q_d_raw[13]",-1.18286250453178,0.00704883057984294,0.588826650526615,-2.37746891033467,-1.5695126613007,-1.1715923957098,-0.785088270572425,-0.0725614160406463,6978.15756633793,0.999905390767744
"q_d_raw[14]",-0.350233201385338,0.00632129303261294,0.515923746977942,-1.39640225593701,-0.686881914102532,-0.34402831087191,-0.00752464737543793,0.63876630992968,6661.3030181819,0.999903086255573
"q_d_raw[15]",-0.506113794929094,0.00671685821542224,0.628046826854975,-1.71961272025446,-0.922549248289225,-0.501630985268484,-0.0745056847836911,0.702261573018873,8742.82306813472,0.999948213872262
"q_d_raw[16]",1.87402486122948,0.00731475885357499,0.540665840711769,0.848180631752375,1.51555477568671,1.85408522755402,2.22487910520105,2.97497643722788,5463.33506959025,0.999971587952311
"q_d_raw[17]",0.0784327228479443,0.00737043869401294,0.595706859883355,-1.13801564424649,-0.306985099823527,0.0924424338268044,0.481983087210554,1.18777324882321,6532.48657990287,0.999622953650395
"q_d_raw[18]",-0.351543937511317,0.00894819176797364,0.753302931578615,-1.85820570031829,-0.843796518478792,-0.344467282210556,0.148523625349835,1.11015578056476,7087.1030781963,0.999999791136899
"q_d_raw[19]",-0.815019863309481,0.00912479354750468,0.811892498755438,-2.40655966507728,-1.36470583074255,-0.806098179938999,-0.283389358606745,0.805867625690217,7916.82351358502,0.999800447842425
"q_d_raw[20]",-0.207385468134845,0.00911304574472863,0.756834076914747,-1.71528685308002,-0.717548908303382,-0.201754945866821,0.28864431416625,1.26166685459414,6897.22281008672,0.999763310608683
"q_d_raw[21]",-0.869627163624355,0.00830971736143052,0.715766732343905,-2.30564295986723,-1.3399050070151,-0.86603813867543,-0.39333851901511,0.535200043865659,7419.42952120406,0.999972578854626
"q_d_raw[22]",-0.439223595009372,0.00704743457079452,0.627899502728559,-1.69402961936208,-0.848335205832795,-0.432384314605429,-0.0217131331755545,0.759242303225785,7938.12938340823,0.999654069993967
"q_d_raw[23]",-0.173343195312646,0.00759877964103742,0.681972711757999,-1.56200757137031,-0.629278370412979,-0.155756263206323,0.285426959113154,1.12847932640841,8054.64295072448,0.999909060292784
"q_d_raw[24]",0.655359719687429,0.00786800755527501,0.667068849460135,-0.667101183999655,0.217015888706448,0.660358046418492,1.10091305983754,1.95107032614806,7188.06150705646,0.99960961184442
"q_d_raw[25]",-0.25798152642506,0.00681986886843543,0.518233153373132,-1.3181196182222,-0.592190148277909,-0.245754572854835,0.0801834947746297,0.738313636845732,5774.28662559393,0.9999162343555
"q_d_raw[26]",-0.690083378298909,0.00871210696070892,0.886610313453576,-2.47199175857202,-1.28158435081136,-0.660711922763076,-0.0897940685886371,0.996271971635425,10356.6466786856,0.999781169193218
"q_d_raw[27]",-0.622474333434393,0.00983070245232,0.900498888055804,-2.43092584889443,-1.20234384785464,-0.622310442374886,-0.0200194254666589,1.1187670306094,8390.68194037081,1.00009530101436
"q_d_raw[28]",1.56981788994847,0.00857207269519563,0.597087463192501,0.415042507106325,1.17109029302509,1.57057466778491,1.97383852183718,2.76614262545635,4851.8147932217,0.999665940133729
"q_d_raw[29]",0.586692388723674,0.00791042669863883,0.46379700868108,-0.322791854368323,0.276141833072415,0.588421970997107,0.903386362259742,1.4815040844162,3437.60573705306,1.00006405917142
"q_d_raw[30]",0.887133170046472,0.00796157466906354,0.609516934481479,-0.329205772144648,0.490160101655573,0.890354726951273,1.29197088891648,2.07701613035561,5861.02545411461,0.999629313093552
"q_d_raw[31]",-0.541664980690979,0.00836987990413439,0.718488148117818,-2.0194075012915,-1.00616012665151,-0.528696147899897,-0.0539089279772988,0.821008207040583,7368.86778156866,0.999926723568041
"q_d_raw[32]",-0.339975297398225,0.00706580414020798,0.596545840499723,-1.5420892120538,-0.733142143422865,-0.332238996744789,0.0625825330860969,0.808171867607706,7127.94687093422,0.999832049460543
"q_d_raw[33]",1.58283139075786,0.00822552680163709,0.550176406274228,0.513302103328296,1.2225014740103,1.57550800005349,1.94393920774509,2.69529484149553,4473.79913107733,0.999939495729568
"q_d_raw[34]",0.151997308937553,0.00789918889679116,0.629364412763664,-1.12122506133487,-0.256916799548113,0.166464247130124,0.579073995053889,1.33108494469581,6348.03577454894,0.999882052464456
"q_d_raw[35]",-0.203314985907923,0.00841838579981186,0.513871174279713,-1.22363463666193,-0.543003400702152,-0.194826880228696,0.153553146621866,0.773119422109998,3726.06874625906,1.0005554164308
"q_d_raw[36]",-0.619183158234962,0.00922141641720934,0.616054162235183,-1.87763751158634,-1.03084848040571,-0.607024269548595,-0.200758001136449,0.551469895283762,4463.16069646112,1.0003627232525
"q_d_raw[37]",0.258264792470223,0.00866189426037606,0.54986511166288,-0.835600179268433,-0.107084643105197,0.25976305174238,0.630110967799119,1.33405056716854,4029.82859755822,1.00036388781455
"q_d_raw[38]",-0.217826411215038,0.00858186138367514,0.795122039001055,-1.76803892407786,-0.746935793101609,-0.215867967757648,0.320178538977905,1.32322575294478,8584.29416911004,1.00001174747555
"q_d_raw[39]",0.195528363113843,0.00753843923607073,0.53116567727822,-0.825805350712485,-0.157394244213968,0.189037667838497,0.540643934683598,1.23868170540176,4964.74710476447,1.00064976655107
"q_d_raw[40]",0.886023202732893,0.00774222351064556,0.556133748653569,-0.190243103917813,0.504893025418662,0.871250480152263,1.26280494573193,1.99532680818772,5159.73137319386,1.00080207503329
"q_d_raw[41]",-0.546954660105868,0.00750726156502435,0.640528457457392,-1.79655573624925,-0.972099543047713,-0.546865170429894,-0.121445291876951,0.720738281576801,7279.7047149219,1.00028919873939
"q_d_raw[42]",-0.953490863327096,0.00839148815205191,0.692966900743752,-2.32246873325107,-1.40373614392262,-0.953409618082968,-0.497369217376245,0.399726151716098,6819.41328003696,1.00005943188646
"lp__",-472.927657080978,0.208921082597735,8.80266875440023,-491.178529397977,-478.507277078377,-472.614984877714,-466.937886024513,-456.720419834932,1775.26905944456,1.00179263088055
